timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_signals;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
20.00;90.00;f14.1;1i_2;202.85;0;0.00;20.30;DEFAULT_VEHTYPE;212.85;508.40
20.00;90.00;f14.2;1i_2;128.92;0;0.00;16.06;DEFAULT_VEHTYPE;138.92;508.40
20.00;90.00;f14.3;1i_0;11.54;0;0.00;4.26;DEFAULT_VEHTYPE;21.54;502.00
20.00;270.00;f21.0;2i_1;290.01;0;0.00;18.18;DEFAULT_VEHTYPE;719.99;514.80
20.00;270.00;f21.1;2i_0;34.07;0;0.00;9.88;DEFAULT_VEHTYPE;975.93;518.00
20.00;270.00;f21.2;2i_0;11.34;0;0.00;3.84;DEFAULT_VEHTYPE;998.66;518.00
20.00;270.00;f23.0;2i_1;252.87;0;0.00;18.84;DEFAULT_VEHTYPE;757.13;514.80
20.00;270.00;f23.1;2i_1;173.32;0;0.00;15.70;DEFAULT_VEHTYPE;836.68;514.80
20.00;270.00;f23.2;2i_1;136.19;0;0.00;19.56;DEFAULT_VEHTYPE;873.81;514.80
20.00;270.00;f23.3;2i_0;74.13;0;0.00;14.23;DEFAULT_VEHTYPE;935.87;518.00
20.00;0.00;f34.0;3i_1;294.89;0;0.00;19.18;DEFAULT_VEHTYPE;514.80;304.89
20.00;0.00;f34.1;3i_1;212.94;0;0.00;14.96;DEFAULT_VEHTYPE;514.80;222.94
20.00;0.00;f34.2;3i_1;183.53;0;0.00;16.76;DEFAULT_VEHTYPE;514.80;193.53
20.00;0.00;f34.3;3i_1;127.04;0;0.00;16.87;DEFAULT_VEHTYPE;514.80;137.04
20.00;0.00;f34.4;3i_0;72.72;0;0.00;15.72;DEFAULT_VEHTYPE;518.00;82.72
20.00;0.00;f34.5;3i_0;34.48;0;0.00;9.59;DEFAULT_VEHTYPE;518.00;44.48
20.00;0.00;f34.6;3i_0;11.17;0;0.00;3.91;DEFAULT_VEHTYPE;518.00;21.17
20.00;180.00;f43.0;4i_1;263.07;0;0.00;20.35;DEFAULT_VEHTYPE;505.20;746.93
20.00;180.00;f43.1;4i_1;177.84;0;0.00;17.70;DEFAULT_VEHTYPE;505.20;832.16
20.00;180.00;f43.2;4i_1;116.46;0;0.00;18.89;DEFAULT_VEHTYPE;505.20;893.54
20.00;180.00;f43.3;4i_0;75.65;0;0.00;15.98;DEFAULT_VEHTYPE;502.00;934.35
20.00;180.00;f43.4;4i_0;35.24;0;0.00;10.23;DEFAULT_VEHTYPE;502.00;974.76
20.00;180.00;f43.5;4i_0;10.83;0;0.00;4.05;DEFAULT_VEHTYPE;502.00;999.17
21.00;90.00;f12.0;1i_1;285.54;0;0.00;20.15;DEFAULT_VEHTYPE;295.54;505.20
21.00;90.00;f12.1;1i_0;45.05;0;0.00;11.99;DEFAULT_VEHTYPE;55.05;502.00
21.00;90.00;f12.2;1i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;15.10;502.00
21.00;90.00;f13.0;1i_1;90.10;0;0.00;17.17;DEFAULT_VEHTYPE;100.10;505.20
21.00;90.00;f14.0;1i_2;342.99;2;0.00;19.45;DEFAULT_VEHTYPE;352.99;508.40
21.00;90.00;f14.1;1i_2;222.76;0;0.00;19.91;DEFAULT_VEHTYPE;232.76;508.40
21.00;90.00;f14.2;1i_2;146.04;0;0.00;17.12;DEFAULT_VEHTYPE;156.04;508.40
21.00;90.00;f14.3;1i_0;17.70;0;0.00;6.15;DEFAULT_VEHTYPE;27.70;502.00
21.00;270.00;f21.0;2i_1;307.82;0;0.00;17.81;DEFAULT_VEHTYPE;702.18;514.80
21.00;270.00;f21.1;2i_0;46.47;0;0.00;12.40;DEFAULT_VEHTYPE;963.53;518.00
21.00;270.00;f21.2;2i_0;17.45;0;0.00;6.11;DEFAULT_VEHTYPE;992.55;518.00
21.00;270.00;f23.0;2i_1;271.63;0;0.00;18.76;DEFAULT_VEHTYPE;738.37;514.80
21.00;270.00;f23.1;2i_1;188.80;0;0.00;15.48;DEFAULT_VEHTYPE;821.20;514.80
21.00;270.00;f23.2;2i_1;154.11;0;0.00;17.92;DEFAULT_VEHTYPE;855.89;514.80
21.00;270.00;f23.3;2i_0;90.89;0;0.00;16.76;DEFAULT_VEHTYPE;919.11;518.00
21.00;270.00;f23.4;2i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;1004.90;518.00
21.00;0.00;f34.0;3i_1;313.74;0;0.00;18.86;DEFAULT_VEHTYPE;514.80;323.74
21.00;0.00;f34.1;3i_1;229.08;0;0.00;16.13;DEFAULT_VEHTYPE;514.80;239.08
21.00;0.00;f34.2;3i_1;199.68;0;0.00;16.14;DEFAULT_VEHTYPE;514.80;209.68
21.00;0.00;f34.3;3i_1;143.62;0;0.00;16.59;DEFAULT_VEHTYPE;514.80;153.62
21.00;0.00;f34.4;3i_0;89.75;0;0.00;17.03;DEFAULT_VEHTYPE;518.00;99.75
21.00;0.00;f34.5;3i_0;45.56;0;0.00;11.08;DEFAULT_VEHTYPE;518.00;55.56
21.00;0.00;f34.6;3i_0;17.49;0;0.00;6.32;DEFAULT_VEHTYPE;518.00;27.49
21.00;0.00;f34.7;3i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;518.00;15.10
21.00;180.00;f43.0;4i_1;283.88;0;0.00;20.81;DEFAULT_VEHTYPE;505.20;726.12
21.00;180.00;f43.1;4i_1;194.68;0;0.00;16.85;DEFAULT_VEHTYPE;505.20;815.32
21.00;180.00;f43.2;4i_1;134.86;0;0.00;18.40;DEFAULT_VEHTYPE;505.20;875.14
21.00;180.00;f43.3;4i_0;92.99;0;0.00;17.34;DEFAULT_VEHTYPE;502.00;917.01
21.00;180.00;f43.4;4i_0;47.62;0;0.00;12.38;DEFAULT_VEHTYPE;502.00;962.38
21.00;180.00;f43.5;4i_0;17.47;0;0.00;6.64;DEFAULT_VEHTYPE;502.00;992.53
21.00;180.00;f43.6;4i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;502.00;1004.90
22.00;90.00;f12.0;1i_1;306.31;0;0.00;20.76;DEFAULT_VEHTYPE;316.31;505.20
22.00;90.00;f12.1;1i_0;58.53;0;0.00;13.48;DEFAULT_VEHTYPE;68.53;502.00
22.00;90.00;f12.2;1i_0;7.14;0;0.00;2.04;DEFAULT_VEHTYPE;17.14;502.00
22.00;90.00;f13.0;1i_2;107.34;0;0.00;17.24;DEFAULT_VEHTYPE;117.34;508.40
22.00;90.00;f14.0;1i_2;362.93;2;0.00;19.94;DEFAULT_VEHTYPE;372.93;508.40
22.00;90.00;f14.1;1i_2;242.94;0;0.00;20.18;DEFAULT_VEHTYPE;252.94;508.40
22.00;90.00;f14.2;1i_2;163.15;0;0.00;17.12;DEFAULT_VEHTYPE;173.15;508.40
22.00;90.00;f14.3;1i_0;26.10;0;0.00;8.41;DEFAULT_VEHTYPE;36.10;502.00
22.00;270.00;f21.0;2i_1;324.90;0;0.00;17.07;DEFAULT_VEHTYPE;685.10;514.80
22.00;270.00;f21.1;2i_0;61.31;0;0.00;14.84;DEFAULT_VEHTYPE;948.69;518.00
22.00;270.00;f21.2;2i_0;25.48;0;0.00;8.03;DEFAULT_VEHTYPE;984.52;518.00
22.00;270.00;f23.0;2i_1;290.88;0;0.00;19.25;DEFAULT_VEHTYPE;719.12;514.80
22.00;270.00;f23.1;2i_1;205.12;0;0.00;16.32;DEFAULT_VEHTYPE;804.88;514.80
22.00;270.00;f23.2;2i_1;171.55;0;0.00;17.44;DEFAULT_VEHTYPE;838.45;514.80
22.00;270.00;f23.3;2i_1;109.55;0;0.00;18.67;DEFAULT_VEHTYPE;900.45;514.80
22.00;270.00;f23.4;2i_0;7.23;0;0.00;2.13;DEFAULT_VEHTYPE;1002.77;518.00
22.00;0.00;f34.0;3i_1;332.89;0;0.00;19.15;DEFAULT_VEHTYPE;514.80;342.89
22.00;0.00;f34.1;3i_1;244.17;0;0.00;15.09;DEFAULT_VEHTYPE;514.80;254.17
22.00;0.00;f34.2;3i_1;217.06;0;0.00;17.38;DEFAULT_VEHTYPE;514.80;227.06
22.00;0.00;f34.3;3i_1;161.10;0;0.00;17.47;DEFAULT_VEHTYPE;514.80;171.10
22.00;0.00;f34.4;3i_1;108.12;0;0.00;18.37;DEFAULT_VEHTYPE;514.80;118.12
22.00;0.00;f34.5;3i_0;57.97;0;0.00;12.41;DEFAULT_VEHTYPE;518.00;67.97
22.00;0.00;f34.6;3i_0;26.34;0;0.00;8.85;DEFAULT_VEHTYPE;518.00;36.34
22.00;0.00;f34.7;3i_0;6.55;0;0.00;1.45;DEFAULT_VEHTYPE;518.00;16.55
22.00;180.00;f43.0;4i_1;304.19;0;0.00;20.32;DEFAULT_VEHTYPE;505.20;705.81
22.00;180.00;f43.1;4i_1;211.79;0;0.00;17.10;DEFAULT_VEHTYPE;505.20;798.21
22.00;180.00;f43.2;4i_1;153.33;0;0.00;18.48;DEFAULT_VEHTYPE;505.20;856.67
22.00;180.00;f43.3;4i_1;111.33;0;0.00;18.34;DEFAULT_VEHTYPE;505.20;898.67
22.00;180.00;f43.4;4i_0;62.34;0;0.00;14.72;DEFAULT_VEHTYPE;502.00;947.66
22.00;180.00;f43.5;4i_0;25.61;0;0.00;8.15;DEFAULT_VEHTYPE;502.00;984.39
22.00;180.00;f43.6;4i_0;7.15;0;0.00;2.05;DEFAULT_VEHTYPE;502.00;1002.85
23.00;90.00;f12.0;1i_1;326.57;0;0.00;20.26;DEFAULT_VEHTYPE;336.57;505.20
23.00;90.00;f12.1;1i_0;73.74;0;0.00;15.21;DEFAULT_VEHTYPE;83.74;502.00
23.00;90.00;f12.2;1i_0;11.10;0;0.00;3.95;DEFAULT_VEHTYPE;21.10;502.00
23.00;90.00;f13.0;1i_2;125.55;0;0.00;18.21;DEFAULT_VEHTYPE;135.55;508.40
23.00;90.00;f14.0;1i_2;382.44;2;0.00;19.51;DEFAULT_VEHTYPE;392.44;508.40
23.00;90.00;f14.1;1i_2;263.08;0;0.00;20.14;DEFAULT_VEHTYPE;273.08;508.40
23.00;90.00;f14.2;1i_2;179.64;0;0.00;16.48;DEFAULT_VEHTYPE;189.64;508.40
23.00;90.00;f14.3;1i_1;36.13;0;0.00;10.03;DEFAULT_VEHTYPE;46.13;505.20
23.00;270.00;f21.0;2i_1;342.02;0;0.00;17.13;DEFAULT_VEHTYPE;667.98;514.80
23.00;270.00;f21.1;2i_0;77.01;0;0.00;15.70;DEFAULT_VEHTYPE;932.99;518.00
23.00;270.00;f21.2;2i_0;34.88;0;0.00;9.40;DEFAULT_VEHTYPE;975.12;518.00
23.00;270.00;f23.0;2i_1;308.74;0;0.00;17.86;DEFAULT_VEHTYPE;701.26;514.80
23.00;270.00;f23.1;2i_1;220.95;0;0.00;15.83;DEFAULT_VEHTYPE;789.05;514.80
23.00;270.00;f23.2;2i_1;189.48;0;0.00;17.93;DEFAULT_VEHTYPE;820.52;514.80
23.00;270.00;f23.3;2i_1;128.55;0;0.00;18.99;DEFAULT_VEHTYPE;881.45;514.80
23.00;270.00;f23.4;2i_0;11.13;0;0.00;3.90;DEFAULT_VEHTYPE;998.87;518.00
23.00;0.00;f34.0;3i_1;352.53;0;0.00;19.64;DEFAULT_VEHTYPE;514.80;362.53
23.00;0.00;f34.1;3i_1;259.63;0;0.00;15.45;DEFAULT_VEHTYPE;514.80;269.63
23.00;0.00;f34.2;3i_1;232.15;0;0.00;15.09;DEFAULT_VEHTYPE;514.80;242.15
23.00;0.00;f34.3;3i_1;177.97;0;0.00;16.88;DEFAULT_VEHTYPE;514.80;187.97
23.00;0.00;f34.4;3i_1;127.23;0;0.00;19.11;DEFAULT_VEHTYPE;514.80;137.23
23.00;0.00;f34.5;3i_0;72.93;0;0.00;14.96;DEFAULT_VEHTYPE;518.00;82.93
23.00;0.00;f34.6;3i_0;37.60;0;0.00;11.26;DEFAULT_VEHTYPE;518.00;47.60
23.00;0.00;f34.7;3i_0;10.54;0;0.00;3.99;DEFAULT_VEHTYPE;518.00;20.54
23.00;180.00;f43.0;4i_1;325.09;0;0.00;20.89;DEFAULT_VEHTYPE;505.20;684.91
23.00;180.00;f43.1;4i_1;229.51;0;0.00;17.72;DEFAULT_VEHTYPE;505.20;780.49
23.00;180.00;f43.2;4i_1;171.75;0;0.00;18.42;DEFAULT_VEHTYPE;505.20;838.25
23.00;180.00;f43.3;4i_1;128.51;0;0.00;17.18;DEFAULT_VEHTYPE;505.20;881.49
23.00;180.00;f43.4;4i_1;79.50;0;0.00;17.16;DEFAULT_VEHTYPE;505.20;930.50
23.00;180.00;f43.5;4i_0;35.37;0;0.00;9.76;DEFAULT_VEHTYPE;502.00;974.63
23.00;180.00;f43.6;4i_0;10.75;0;0.00;3.59;DEFAULT_VEHTYPE;502.00;999.25
24.00;90.00;f12.0;1i_1;346.94;0;0.00;20.37;DEFAULT_VEHTYPE;356.94;505.20
24.00;90.00;f12.1;1i_0;90.42;0;0.00;16.68;DEFAULT_VEHTYPE;100.42;502.00
24.00;90.00;f12.2;1i_0;16.44;0;0.00;5.34;DEFAULT_VEHTYPE;26.44;502.00
24.00;90.00;f13.0;1i_2;143.70;0;0.00;18.15;DEFAULT_VEHTYPE;153.70;508.40
24.00;90.00;f13.1;1i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;15.10;502.00
24.00;90.00;f14.0;1i_2;402.88;2;0.00;20.44;DEFAULT_VEHTYPE;412.88;508.40
24.00;90.00;f14.1;1i_2;282.62;0;0.00;19.53;DEFAULT_VEHTYPE;292.62;508.40
24.00;90.00;f14.2;1i_2;196.63;0;0.00;17.00;DEFAULT_VEHTYPE;206.63;508.40
24.00;90.00;f14.3;1i_1;48.08;0;0.00;11.95;DEFAULT_VEHTYPE;58.08;505.20
24.00;270.00;f21.0;2i_1;359.56;0;0.00;17.53;DEFAULT_VEHTYPE;650.44;514.80
24.00;270.00;f21.1;2i_0;93.73;0;0.00;16.72;DEFAULT_VEHTYPE;916.27;518.00
24.00;270.00;f21.2;2i_0;46.56;0;0.00;11.68;DEFAULT_VEHTYPE;963.44;518.00
24.00;270.00;f21.3;2i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;1004.90;518.00
24.00;270.00;f23.0;2i_1;327.58;0;0.00;18.84;DEFAULT_VEHTYPE;682.42;514.80
24.00;270.00;f23.1;2i_1;237.06;0;0.00;16.11;DEFAULT_VEHTYPE;772.94;514.80
24.00;270.00;f23.2;2i_1;206.63;0;0.00;17.14;DEFAULT_VEHTYPE;803.37;514.80
24.00;270.00;f23.3;2i_1;147.05;0;0.00;18.50;DEFAULT_VEHTYPE;862.95;514.80
24.00;270.00;f23.4;2i_0;16.38;0;0.00;5.25;DEFAULT_VEHTYPE;993.62;518.00
24.00;0.00;f34.0;3i_1;372.06;0;0.00;19.53;DEFAULT_VEHTYPE;514.80;382.06
24.00;0.00;f34.1;3i_1;275.44;0;0.00;15.82;DEFAULT_VEHTYPE;514.80;285.44
24.00;0.00;f34.2;3i_1;248.58;0;0.00;16.43;DEFAULT_VEHTYPE;514.80;258.58
24.00;0.00;f34.3;3i_1;194.60;0;0.00;16.63;DEFAULT_VEHTYPE;514.80;204.60
24.00;0.00;f34.4;3i_1;145.55;0;0.00;18.33;DEFAULT_VEHTYPE;514.80;155.55
24.00;0.00;f34.5;3i_1;90.34;0;0.00;17.42;DEFAULT_VEHTYPE;514.80;100.34
24.00;0.00;f34.6;3i_0;50.35;0;0.00;12.74;DEFAULT_VEHTYPE;518.00;60.35
24.00;0.00;f34.7;3i_0;16.76;0;0.00;6.22;DEFAULT_VEHTYPE;518.00;26.76
24.00;0.00;f34.8;3i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;518.00;15.10
24.00;180.00;f43.0;4i_1;346.02;0;0.00;20.93;DEFAULT_VEHTYPE;505.20;663.98
24.00;180.00;f43.1;4i_1;246.50;0;0.00;16.99;DEFAULT_VEHTYPE;505.20;763.50
24.00;180.00;f43.2;4i_1;190.34;0;0.00;18.58;DEFAULT_VEHTYPE;505.20;819.66
24.00;180.00;f43.3;4i_1;146.41;0;0.00;17.89;DEFAULT_VEHTYPE;505.20;863.59
24.00;180.00;f43.4;4i_1;98.70;0;0.00;19.20;DEFAULT_VEHTYPE;505.20;911.30
24.00;180.00;f43.5;4i_0;47.34;0;0.00;11.97;DEFAULT_VEHTYPE;502.00;962.66
24.00;180.00;f43.6;4i_0;15.89;0;0.00;5.14;DEFAULT_VEHTYPE;502.00;994.11
24.00;180.00;f43.7;4i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;502.00;1004.90
25.00;90.00;f12.0;1i_1;367.12;0;0.00;20.18;DEFAULT_VEHTYPE;377.12;505.20
25.00;90.00;f12.1;1i_1;109.44;0;0.00;19.02;DEFAULT_VEHTYPE;119.44;505.20
25.00;90.00;f12.2;1i_0;24.35;0;0.00;7.91;DEFAULT_VEHTYPE;34.35;502.00
25.00;90.00;f13.0;1i_2;161.30;0;0.00;17.60;DEFAULT_VEHTYPE;171.30;508.40
25.00;90.00;f13.1;1i_0;6.62;0;0.00;1.52;DEFAULT_VEHTYPE;16.62;502.00
25.00;90.00;f14.0;1i_2;422.91;2;0.00;20.03;DEFAULT_VEHTYPE;432.91;508.40
25.00;90.00;f14.1;1i_2;302.18;0;0.00;19.57;DEFAULT_VEHTYPE;312.18;508.40
25.00;90.00;f14.2;1i_2;213.46;0;0.00;16.82;DEFAULT_VEHTYPE;223.46;508.40
25.00;90.00;f14.3;1i_1;62.08;0;0.00;14.00;DEFAULT_VEHTYPE;72.08;505.20
25.00;270.00;f21.0;2i_1;376.60;0;0.00;17.04;DEFAULT_VEHTYPE;633.40;514.80
25.00;270.00;f21.1;2i_1;109.56;0;0.00;15.83;DEFAULT_VEHTYPE;900.44;514.80
25.00;270.00;f21.2;2i_0;60.39;0;0.00;13.84;DEFAULT_VEHTYPE;949.61;518.00
25.00;270.00;f21.3;2i_0;7.04;0;0.00;1.94;DEFAULT_VEHTYPE;1002.96;518.00
25.00;270.00;f23.0;2i_1;345.86;0;0.00;18.28;DEFAULT_VEHTYPE;664.14;514.80
25.00;270.00;f23.1;2i_1;252.46;0;0.00;15.40;DEFAULT_VEHTYPE;757.54;514.80
25.00;270.00;f23.2;2i_1;224.33;0;0.00;17.70;DEFAULT_VEHTYPE;785.67;514.80
25.00;270.00;f23.3;2i_1;166.59;0;0.00;19.54;DEFAULT_VEHTYPE;843.41;514.80
25.00;270.00;f23.4;2i_0;23.28;0;0.00;6.90;DEFAULT_VEHTYPE;986.72;518.00
25.00;0.00;f34.0;3i_1;391.33;0;0.00;19.26;DEFAULT_VEHTYPE;514.80;401.33
25.00;0.00;f34.1;3i_1;290.59;0;0.00;15.14;DEFAULT_VEHTYPE;514.80;300.59
25.00;0.00;f34.2;3i_1;264.73;0;0.00;16.16;DEFAULT_VEHTYPE;514.80;274.73
25.00;0.00;f34.3;3i_1;211.15;0;0.00;16.55;DEFAULT_VEHTYPE;514.80;221.15
25.00;0.00;f34.4;3i_1;164.79;0;0.00;19.24;DEFAULT_VEHTYPE;514.80;174.79
25.00;0.00;f34.5;3i_1;110.15;0;0.00;19.81;DEFAULT_VEHTYPE;514.80;120.15
25.00;0.00;f34.6;3i_0;65.01;0;0.00;14.67;DEFAULT_VEHTYPE;518.00;75.01
25.00;0.00;f34.7;3i_0;25.05;0;0.00;8.30;DEFAULT_VEHTYPE;518.00;35.05
25.00;0.00;f34.8;3i_0;6.58;0;0.00;1.48;DEFAULT_VEHTYPE;518.00;16.58
25.00;180.00;f43.0;4i_1;366.71;0;0.00;20.70;DEFAULT_VEHTYPE;505.20;643.29
25.00;180.00;f43.1;4i_1;263.59;0;0.00;17.09;DEFAULT_VEHTYPE;505.20;746.41
25.00;180.00;f43.2;4i_1;209.54;0;0.00;19.20;DEFAULT_VEHTYPE;505.20;800.46
25.00;180.00;f43.3;4i_1;163.65;0;0.00;17.24;DEFAULT_VEHTYPE;505.20;846.35
25.00;180.00;f43.4;4i_1;119.37;0;0.00;20.67;DEFAULT_VEHTYPE;505.20;890.63
25.00;180.00;f43.5;4i_0;61.62;0;0.00;14.27;DEFAULT_VEHTYPE;502.00;948.38
25.00;180.00;f43.6;4i_0;22.58;0;0.00;6.69;DEFAULT_VEHTYPE;502.00;987.42
25.00;180.00;f43.7;4i_0;6.93;0;0.00;1.83;DEFAULT_VEHTYPE;502.00;1003.07
26.00;90.00;f12.0;1i_1;387.92;0;0.00;20.80;DEFAULT_VEHTYPE;397.92;505.20
26.00;90.00;f12.1;1i_1;128.67;0;0.00;19.22;DEFAULT_VEHTYPE;138.67;505.20
26.00;90.00;f12.2;1i_0;34.82;0;0.00;10.47;DEFAULT_VEHTYPE;44.82;502.00
26.00;90.00;f13.0;1i_2;178.62;0;0.00;17.32;DEFAULT_VEHTYPE;188.62;508.40
26.00;90.00;f13.1;1i_0;9.83;0;0.00;3.21;DEFAULT_VEHTYPE;19.83;502.00
26.00;90.00;f14.0;1i_2;442.32;2;0.00;19.42;DEFAULT_VEHTYPE;452.32;508.40
26.00;90.00;f14.1;1i_2;321.27;0;0.00;19.08;DEFAULT_VEHTYPE;331.27;508.40
26.00;90.00;f14.2;1i_2;229.62;0;0.00;16.16;DEFAULT_VEHTYPE;239.62;508.40
26.00;90.00;f14.3;1i_1;77.85;0;0.00;15.77;DEFAULT_VEHTYPE;87.85;505.20
26.00;270.00;f21.0;2i_1;394.38;0;0.00;17.78;DEFAULT_VEHTYPE;615.62;514.80
26.00;270.00;f21.1;2i_1;125.71;0;0.00;16.14;DEFAULT_VEHTYPE;884.29;514.80
26.00;270.00;f21.2;2i_0;76.12;0;0.00;15.73;DEFAULT_VEHTYPE;933.88;518.00
26.00;270.00;f21.3;2i_0;10.39;0;0.00;3.36;DEFAULT_VEHTYPE;999.61;518.00
26.00;270.00;f23.0;2i_1;363.44;0;0.00;17.57;DEFAULT_VEHTYPE;646.56;514.80
26.00;270.00;f23.1;2i_1;268.94;0;0.00;16.48;DEFAULT_VEHTYPE;741.06;514.80
26.00;270.00;f23.2;2i_1;240.29;0;0.00;15.96;DEFAULT_VEHTYPE;769.71;514.80
26.00;270.00;f23.3;2i_1;185.46;0;0.00;18.87;DEFAULT_VEHTYPE;824.54;514.80
26.00;270.00;f23.4;2i_0;32.29;0;0.00;9.01;DEFAULT_VEHTYPE;977.71;518.00
26.00;0.00;f34.0;3i_1;410.74;0;0.00;19.41;DEFAULT_VEHTYPE;514.80;420.74
26.00;0.00;f34.1;3i_1;305.68;0;0.00;15.09;DEFAULT_VEHTYPE;514.80;315.68
26.00;0.00;f34.2;3i_1;279.54;0;0.00;14.80;DEFAULT_VEHTYPE;514.80;289.54
26.00;0.00;f34.3;3i_1;228.89;0;0.00;17.74;DEFAULT_VEHTYPE;514.80;238.89
26.00;0.00;f34.4;3i_1;184.16;0;0.00;19.37;DEFAULT_VEHTYPE;514.80;194.16
26.00;0.00;f34.5;3i_1;129.30;0;0.00;19.16;DEFAULT_VEHTYPE;514.80;139.30
26.00;0.00;f34.6;3i_0;81.15;0;0.00;16.14;DEFAULT_VEHTYPE;518.00;91.15
26.00;0.00;f34.7;3i_0;34.89;0;0.00;9.84;DEFAULT_VEHTYPE;518.00;44.89
26.00;0.00;f34.8;3i_0;9.38;0;0.00;2.80;DEFAULT_VEHTYPE;518.00;19.38
26.00;180.00;f43.0;4i_1;387.25;0;0.00;20.54;DEFAULT_VEHTYPE;505.20;622.75
26.00;180.00;f43.1;4i_1;280.83;0;0.00;17.24;DEFAULT_VEHTYPE;505.20;729.17
26.00;180.00;f43.2;4i_1;228.59;0;0.00;19.05;DEFAULT_VEHTYPE;505.20;781.41
26.00;180.00;f43.3;4i_1;181.00;0;0.00;17.35;DEFAULT_VEHTYPE;505.20;829.00
26.00;180.00;f43.4;4i_1;140.32;0;0.00;20.95;DEFAULT_VEHTYPE;505.20;869.68
26.00;180.00;f43.5;4i_0;77.26;0;0.00;15.64;DEFAULT_VEHTYPE;502.00;932.74
26.00;180.00;f43.6;4i_0;31.84;0;0.00;9.27;DEFAULT_VEHTYPE;502.00;978.16
26.00;180.00;f43.7;4i_0;10.55;0;0.00;3.62;DEFAULT_VEHTYPE;502.00;999.45
27.00;90.00;f12.0;1i_1;407.83;0;0.00;19.91;DEFAULT_VEHTYPE;417.83;505.20
27.00;90.00;f12.1;1i_1;148.41;0;0.00;19.74;DEFAULT_VEHTYPE;158.41;505.20
27.00;90.00;f12.2;1i_0;47.30;0;0.00;12.48;DEFAULT_VEHTYPE;57.30;502.00
27.00;90.00;f12.3;1i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;15.10;502.00
27.00;90.00;f13.0;1i_2;195.93;0;0.00;17.31;DEFAULT_VEHTYPE;205.93;508.40
27.00;90.00;f13.1;1i_0;14.86;0;0.00;5.03;DEFAULT_VEHTYPE;24.86;502.00
27.00;90.00;f14.0;1i_2;459.04;2;0.00;16.72;DEFAULT_VEHTYPE;469.04;508.40
27.00;90.00;f14.1;1i_2;341.45;0;0.00;20.19;DEFAULT_VEHTYPE;351.45;508.40
27.00;90.00;f14.2;1i_2;246.36;0;0.00;16.74;DEFAULT_VEHTYPE;256.36;508.40
27.00;90.00;f14.3;1i_2;95.56;0;0.00;17.71;DEFAULT_VEHTYPE;105.56;508.40
27.00;270.00;f21.0;2i_1;412.10;0;0.00;17.72;DEFAULT_VEHTYPE;597.90;514.80
27.00;270.00;f21.1;2i_1;142.50;0;0.00;16.80;DEFAULT_VEHTYPE;867.50;514.80
27.00;270.00;f21.2;2i_1;93.45;0;0.00;17.33;DEFAULT_VEHTYPE;916.55;514.80
27.00;270.00;f21.3;2i_0;16.16;0;0.00;5.77;DEFAULT_VEHTYPE;993.84;518.00
27.00;270.00;f21.4;2i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;1004.90;518.00
27.00;270.00;f23.0;2i_1;381.55;0;0.00;18.11;DEFAULT_VEHTYPE;628.45;514.80
27.00;270.00;f23.1;2i_1;284.44;0;0.00;15.50;DEFAULT_VEHTYPE;725.56;514.80
27.00;270.00;f23.2;2i_1;257.90;0;0.00;17.60;DEFAULT_VEHTYPE;752.10;514.80
27.00;270.00;f23.3;2i_1;205.22;0;0.00;19.76;DEFAULT_VEHTYPE;804.78;514.80
27.00;270.00;f23.4;2i_0;43.38;0;0.00;11.09;DEFAULT_VEHTYPE;966.62;518.00
27.00;0.00;f34.0;3i_1;430.21;0;0.00;19.47;DEFAULT_VEHTYPE;514.80;440.21
27.00;0.00;f34.1;3i_1;320.90;0;0.00;15.22;DEFAULT_VEHTYPE;514.80;330.90
27.00;0.00;f34.2;3i_1;294.53;0;0.00;15.00;DEFAULT_VEHTYPE;514.80;304.53
27.00;0.00;f34.3;3i_1;245.43;0;0.00;16.54;DEFAULT_VEHTYPE;514.80;255.43
27.00;0.00;f34.4;3i_1;202.73;0;0.00;18.57;DEFAULT_VEHTYPE;514.80;212.73
27.00;0.00;f34.5;3i_1;148.72;0;0.00;19.42;DEFAULT_VEHTYPE;514.80;158.72
27.00;0.00;f34.6;3i_1;99.87;0;0.00;18.72;DEFAULT_VEHTYPE;514.80;109.87
27.00;0.00;f34.7;3i_0;46.41;0;0.00;11.52;DEFAULT_VEHTYPE;518.00;56.41
27.00;0.00;f34.8;3i_0;14.19;0;0.00;4.82;DEFAULT_VEHTYPE;518.00;24.19
27.00;0.00;f34.9;3i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;518.00;15.10
27.00;180.00;f43.0;4i_1;408.19;0;0.00;20.94;DEFAULT_VEHTYPE;505.20;601.81
