timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_signals;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
27.00;180.00;f43.1;4i_1;297.57;0;0.00;16.74;DEFAULT_VEHTYPE;505.20;712.43
27.00;180.00;f43.2;4i_1;248.02;0;0.00;19.43;DEFAULT_VEHTYPE;505.20;761.98
27.00;180.00;f43.3;4i_1;198.37;0;0.00;17.37;DEFAULT_VEHTYPE;505.20;811.63
27.00;180.00;f43.4;4i_1;160.10;0;0.00;19.78;DEFAULT_VEHTYPE;505.20;849.90
27.00;180.00;f43.5;4i_1;95.19;0;0.00;17.93;DEFAULT_VEHTYPE;505.20;914.81
27.00;180.00;f43.6;4i_0;43.53;0;0.00;11.68;DEFAULT_VEHTYPE;502.00;966.47
27.00;180.00;f43.7;4i_0;16.02;0;0.00;5.47;DEFAULT_VEHTYPE;502.00;993.98
27.00;180.00;f43.8;4i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;502.00;1004.90
28.00;90.00;f12.0;1i_1;427.62;0;0.00;19.79;DEFAULT_VEHTYPE;437.62;505.20
28.00;90.00;f12.1;1i_1;168.08;0;0.00;19.67;DEFAULT_VEHTYPE;178.08;505.20
28.00;90.00;f12.2;1i_0;61.72;0;0.00;14.42;DEFAULT_VEHTYPE;71.72;502.00
28.00;90.00;f12.3;1i_0;7.09;0;0.00;1.99;DEFAULT_VEHTYPE;17.09;502.00
28.00;90.00;f13.0;1i_2;213.92;0;0.00;18.00;DEFAULT_VEHTYPE;223.92;508.40
28.00;90.00;f13.1;1i_0;21.45;0;0.00;6.59;DEFAULT_VEHTYPE;31.45;502.00
28.00;90.00;f14.0;1i_2;471.78;10;0.00;12.74;DEFAULT_VEHTYPE;481.78;508.40
28.00;90.00;f14.1;1i_2;361.03;2;0.00;19.58;DEFAULT_VEHTYPE;371.03;508.40
28.00;90.00;f14.2;1i_2;263.15;0;0.00;16.79;DEFAULT_VEHTYPE;273.15;508.40
28.00;90.00;f14.3;1i_2;115.27;0;0.00;19.71;DEFAULT_VEHTYPE;125.27;508.40
28.00;270.00;f21.0;2i_1;429.43;0;0.00;17.33;DEFAULT_VEHTYPE;580.57;514.80
28.00;270.00;f21.1;2i_1;158.78;0;0.00;16.28;DEFAULT_VEHTYPE;851.22;514.80
28.00;270.00;f21.2;2i_1;112.66;0;0.00;19.22;DEFAULT_VEHTYPE;897.34;514.80
28.00;270.00;f21.3;2i_0;23.57;0;0.00;7.41;DEFAULT_VEHTYPE;986.43;518.00
28.00;270.00;f21.4;2i_0;6.51;0;0.00;1.41;DEFAULT_VEHTYPE;1003.49;518.00
28.00;270.00;f23.0;2i_1;400.12;0;0.00;18.57;DEFAULT_VEHTYPE;609.88;514.80
28.00;270.00;f23.1;2i_1;300.47;0;0.00;16.03;DEFAULT_VEHTYPE;709.53;514.80
28.00;270.00;f23.2;2i_1;273.01;8;0.00;15.11;DEFAULT_VEHTYPE;736.99;514.80
28.00;270.00;f23.3;2i_1;224.70;0;0.00;19.48;DEFAULT_VEHTYPE;785.30;514.80
28.00;270.00;f23.4;2i_0;56.54;0;0.00;13.16;DEFAULT_VEHTYPE;953.46;518.00
28.00;0.00;f34.0;3i_1;448.87;0;0.00;18.67;DEFAULT_VEHTYPE;514.80;458.87
28.00;0.00;f34.1;3i_1;336.83;0;0.00;15.93;DEFAULT_VEHTYPE;514.80;346.83
28.00;0.00;f34.2;3i_1;309.95;0;0.00;15.42;DEFAULT_VEHTYPE;514.80;319.95
28.00;0.00;f34.3;3i_1;262.52;0;0.00;17.09;DEFAULT_VEHTYPE;514.80;272.52
28.00;0.00;f34.4;3i_1;221.38;0;0.00;18.65;DEFAULT_VEHTYPE;514.80;231.38
28.00;0.00;f34.5;3i_1;167.63;0;0.00;18.91;DEFAULT_VEHTYPE;514.80;177.63
28.00;0.00;f34.6;3i_1;120.92;0;0.00;21.05;DEFAULT_VEHTYPE;514.80;130.92
28.00;0.00;f34.7;3i_0;59.58;0;0.00;13.16;DEFAULT_VEHTYPE;518.00;69.58
28.00;0.00;f34.8;3i_0;21.21;0;0.00;7.02;DEFAULT_VEHTYPE;518.00;31.21
28.00;0.00;f34.9;3i_0;6.12;0;0.00;1.02;DEFAULT_VEHTYPE;518.00;16.12
28.00;180.00;f43.0;4i_1;429.04;0;0.00;20.85;DEFAULT_VEHTYPE;505.20;580.96
28.00;180.00;f43.1;4i_1;315.31;0;0.00;17.73;DEFAULT_VEHTYPE;505.20;694.69
28.00;180.00;f43.2;4i_1;266.70;0;0.00;18.68;DEFAULT_VEHTYPE;505.20;743.30
28.00;180.00;f43.3;4i_1;215.88;0;0.00;17.51;DEFAULT_VEHTYPE;505.20;794.12
28.00;180.00;f43.4;4i_1;180.15;0;0.00;20.05;DEFAULT_VEHTYPE;505.20;829.85
28.00;180.00;f43.5;4i_1;114.82;0;0.00;19.63;DEFAULT_VEHTYPE;505.20;895.18
28.00;180.00;f43.6;4i_0;57.07;0;0.00;13.54;DEFAULT_VEHTYPE;502.00;952.93
28.00;180.00;f43.7;4i_0;23.28;0;0.00;7.25;DEFAULT_VEHTYPE;502.00;986.72
28.00;180.00;f43.8;4i_0;7.52;0;0.00;2.42;DEFAULT_VEHTYPE;502.00;1002.48
29.00;90.00;f12.0;1i_1;446.35;0;0.00;18.73;DEFAULT_VEHTYPE;456.35;505.20
29.00;90.00;f12.1;1i_1;187.30;0;0.00;19.22;DEFAULT_VEHTYPE;197.30;505.20
29.00;90.00;f12.2;1i_0;78.71;0;0.00;16.99;DEFAULT_VEHTYPE;88.71;502.00
29.00;90.00;f12.3;1i_0;11.58;0;0.00;4.50;DEFAULT_VEHTYPE;21.58;502.00
29.00;90.00;f13.0;1i_2;230.87;0;0.00;16.94;DEFAULT_VEHTYPE;240.87;508.40
29.00;90.00;f13.1;1i_0;29.52;0;0.00;8.07;DEFAULT_VEHTYPE;39.52;502.00
29.00;90.00;f14.0;1i_2;480.67;10;0.00;8.89;DEFAULT_VEHTYPE;490.67;508.40
29.00;90.00;f14.1;1i_2;380.16;2;0.00;19.13;DEFAULT_VEHTYPE;390.16;508.40
29.00;90.00;f14.2;1i_2;279.19;0;0.00;16.04;DEFAULT_VEHTYPE;289.19;508.40
29.00;90.00;f14.3;1i_2;134.71;0;0.00;19.44;DEFAULT_VEHTYPE;144.71;508.40
29.00;270.00;f21.0;2i_1;447.18;0;0.00;17.75;DEFAULT_VEHTYPE;562.82;514.80
29.00;270.00;f21.1;2i_1;175.08;0;0.00;16.30;DEFAULT_VEHTYPE;834.92;514.80
29.00;270.00;f21.2;2i_1;132.63;0;0.00;19.96;DEFAULT_VEHTYPE;877.37;514.80
29.00;270.00;f21.3;2i_0;32.93;0;0.00;9.36;DEFAULT_VEHTYPE;977.07;518.00
29.00;270.00;f21.4;2i_0;9.28;0;0.00;2.76;DEFAULT_VEHTYPE;1000.72;518.00
29.00;270.00;f23.0;2i_1;417.20;0;0.00;17.08;DEFAULT_VEHTYPE;592.80;514.80
29.00;270.00;f23.1;2i_1;316.44;0;0.00;15.98;DEFAULT_VEHTYPE;693.56;514.80
29.00;270.00;f23.2;2i_1;289.99;0;0.00;16.98;DEFAULT_VEHTYPE;720.01;514.80
29.00;270.00;f23.3;2i_1;243.53;0;0.00;18.82;DEFAULT_VEHTYPE;766.47;514.80
29.00;270.00;f23.4;2i_0;71.07;0;0.00;14.53;DEFAULT_VEHTYPE;938.93;518.00
29.00;0.00;f34.0;3i_1;467.52;0;0.00;18.64;DEFAULT_VEHTYPE;514.80;477.52
29.00;0.00;f34.1;3i_1;352.60;0;0.00;15.77;DEFAULT_VEHTYPE;514.80;362.60
29.00;0.00;f34.2;3i_1;326.36;0;0.00;16.41;DEFAULT_VEHTYPE;514.80;336.36
29.00;0.00;f34.3;3i_1;279.81;0;0.00;17.29;DEFAULT_VEHTYPE;514.80;289.81
29.00;0.00;f34.4;3i_1;239.89;0;0.00;18.51;DEFAULT_VEHTYPE;514.80;249.89
29.00;0.00;f34.5;3i_1;187.30;0;0.00;19.67;DEFAULT_VEHTYPE;514.80;197.30
29.00;0.00;f34.6;3i_1;141.75;0;0.00;20.83;DEFAULT_VEHTYPE;514.80;151.75
29.00;0.00;f34.7;3i_0;74.30;0;0.00;14.73;DEFAULT_VEHTYPE;518.00;84.30
29.00;0.00;f34.8;3i_0;30.10;0;0.00;8.89;DEFAULT_VEHTYPE;518.00;40.10
29.00;0.00;f34.9;3i_0;9.29;0;0.00;3.18;DEFAULT_VEHTYPE;518.00;19.29
29.00;180.00;f43.0;4i_1;449.84;0;0.00;20.80;DEFAULT_VEHTYPE;505.20;560.16
29.00;180.00;f43.1;4i_1;332.70;0;0.00;17.39;DEFAULT_VEHTYPE;505.20;677.30
29.00;180.00;f43.2;4i_1;285.85;0;0.00;19.14;DEFAULT_VEHTYPE;505.20;724.15
29.00;180.00;f43.3;4i_1;233.85;0;0.00;17.98;DEFAULT_VEHTYPE;505.20;776.15
29.00;180.00;f43.4;4i_1;199.82;0;0.00;19.68;DEFAULT_VEHTYPE;505.20;810.18
29.00;180.00;f43.5;4i_1;133.66;0;0.00;18.84;DEFAULT_VEHTYPE;505.20;876.34
29.00;180.00;f43.6;4i_0;71.98;0;0.00;14.92;DEFAULT_VEHTYPE;502.00;938.02
29.00;180.00;f43.7;4i_0;31.85;0;0.00;8.57;DEFAULT_VEHTYPE;502.00;978.15
29.00;180.00;f43.8;4i_0;11.36;0;0.00;3.84;DEFAULT_VEHTYPE;502.00;998.64
30.00;90.00;f12.0;1i_1;460.90;8;0.00;14.55;DEFAULT_VEHTYPE;470.90;505.20
30.00;90.00;f12.1;1i_1;207.22;0;0.00;19.92;DEFAULT_VEHTYPE;217.22;505.20
30.00;90.00;f12.2;1i_0;94.64;0;0.00;15.93;DEFAULT_VEHTYPE;104.64;502.00
30.00;90.00;f12.3;1i_0;18.40;0;0.00;6.81;DEFAULT_VEHTYPE;28.40;502.00
30.00;90.00;f13.0;1i_2;248.70;0;0.00;17.83;DEFAULT_VEHTYPE;258.70;508.40
30.00;90.00;f13.1;1i_0;38.98;0;0.00;9.46;DEFAULT_VEHTYPE;48.98;502.00
30.00;90.00;f14.0;1i_2;485.06;10;0.00;4.39;DEFAULT_VEHTYPE;495.06;508.40
30.00;90.00;f14.1;1i_2;399.65;2;0.00;19.48;DEFAULT_VEHTYPE;409.65;508.40
30.00;90.00;f14.2;1i_2;295.34;0;0.00;16.15;DEFAULT_VEHTYPE;305.34;508.40
30.00;90.00;f14.3;1i_2;154.58;0;0.00;19.86;DEFAULT_VEHTYPE;164.58;508.40
30.00;90.00;f14.4;1i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;15.10;502.00
30.00;270.00;f21.0;2i_1;462.62;0;0.00;15.43;DEFAULT_VEHTYPE;547.38;514.80
30.00;270.00;f21.1;2i_1;190.82;0;0.00;15.73;DEFAULT_VEHTYPE;819.18;514.80
30.00;270.00;f21.2;2i_1;151.97;0;0.00;19.34;DEFAULT_VEHTYPE;858.03;514.80
30.00;270.00;f21.3;2i_0;43.94;0;0.00;11.01;DEFAULT_VEHTYPE;966.06;518.00
30.00;270.00;f21.4;2i_0;13.86;0;0.00;4.58;DEFAULT_VEHTYPE;996.14;518.00
30.00;270.00;f23.0;2i_1;435.46;0;0.00;18.26;DEFAULT_VEHTYPE;574.54;514.80
30.00;270.00;f23.1;2i_1;332.75;0;0.00;16.31;DEFAULT_VEHTYPE;677.25;514.80
30.00;270.00;f23.2;2i_1;306.14;0;0.00;16.16;DEFAULT_VEHTYPE;703.86;514.80
30.00;270.00;f23.3;2i_1;262.30;0;0.00;18.77;DEFAULT_VEHTYPE;747.70;514.80
30.00;270.00;f23.4;2i_0;87.15;0;0.00;16.07;DEFAULT_VEHTYPE;922.85;518.00
30.00;270.00;f23.5;2i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;1004.90;518.00
30.00;0.00;f34.0;3i_1;486.12;0;0.00;18.60;DEFAULT_VEHTYPE;514.80;496.12
30.00;0.00;f34.1;3i_1;367.86;0;0.00;15.27;DEFAULT_VEHTYPE;514.80;377.86
30.00;0.00;f34.10;3i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;518.00;15.10
30.00;0.00;f34.2;3i_1;342.80;0;0.00;16.44;DEFAULT_VEHTYPE;514.80;352.80
30.00;0.00;f34.3;3i_1;297.32;0;0.00;17.51;DEFAULT_VEHTYPE;514.80;307.32
30.00;0.00;f34.4;3i_1;258.28;0;0.00;18.39;DEFAULT_VEHTYPE;514.80;268.28
30.00;0.00;f34.5;3i_1;206.55;0;0.00;19.25;DEFAULT_VEHTYPE;514.80;216.55
30.00;0.00;f34.6;3i_1;162.29;0;0.00;20.53;DEFAULT_VEHTYPE;514.80;172.29
30.00;0.00;f34.7;3i_0;90.62;0;0.00;16.32;DEFAULT_VEHTYPE;518.00;100.62
30.00;0.00;f34.8;3i_0;41.05;0;0.00;10.96;DEFAULT_VEHTYPE;518.00;51.05
30.00;0.00;f34.9;3i_0;14.89;0;0.00;5.60;DEFAULT_VEHTYPE;518.00;24.89
30.00;180.00;f43.0;4i_1;470.98;0;0.00;21.14;DEFAULT_VEHTYPE;505.20;539.02
30.00;180.00;f43.1;4i_1;350.55;0;0.00;17.85;DEFAULT_VEHTYPE;505.20;659.45
30.00;180.00;f43.2;4i_1;304.26;0;0.00;18.41;DEFAULT_VEHTYPE;505.20;705.74
30.00;180.00;f43.3;4i_1;252.02;0;0.00;18.16;DEFAULT_VEHTYPE;505.20;757.98
30.00;180.00;f43.4;4i_1;219.39;0;0.00;19.56;DEFAULT_VEHTYPE;505.20;790.61
30.00;180.00;f43.5;4i_1;152.74;0;0.00;19.08;DEFAULT_VEHTYPE;505.20;857.26
30.00;180.00;f43.6;4i_0;88.23;0;0.00;16.24;DEFAULT_VEHTYPE;502.00;921.77
30.00;180.00;f43.7;4i_0;41.88;0;0.00;10.03;DEFAULT_VEHTYPE;502.00;968.12
30.00;180.00;f43.8;4i_0;17.51;0;0.00;6.16;DEFAULT_VEHTYPE;502.00;992.49
30.00;180.00;f43.9;4i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;502.00;1004.90
31.00;90.00;f12.0;1i_1;473.14;8;0.00;12.23;DEFAULT_VEHTYPE;483.14;505.20
31.00;90.00;f12.1;1i_1;226.28;0;0.00;19.06;DEFAULT_VEHTYPE;236.28;505.20
31.00;90.00;f12.2;1i_0;111.49;0;0.00;16.85;DEFAULT_VEHTYPE;121.49;502.00
31.00;90.00;f12.3;1i_0;27.19;0;0.00;8.79;DEFAULT_VEHTYPE;37.19;502.00
31.00;90.00;f13.0;1i_2;266.85;0;0.00;18.15;DEFAULT_VEHTYPE;276.85;508.40
31.00;90.00;f13.1;1i_1;50.28;0;0.00;11.30;DEFAULT_VEHTYPE;60.28;505.20
31.00;90.00;f14.0;1i_2;485.33;10;0.00;0.27;DEFAULT_VEHTYPE;495.33;508.40
31.00;90.00;f14.1;1i_2;419.28;2;0.00;19.63;DEFAULT_VEHTYPE;429.28;508.40
31.00;90.00;f14.2;1i_2;311.44;0;0.00;16.10;DEFAULT_VEHTYPE;321.44;508.40
31.00;90.00;f14.3;1i_2;173.84;0;0.00;19.26;DEFAULT_VEHTYPE;183.84;508.40
31.00;90.00;f14.4;1i_0;7.38;0;0.00;2.28;DEFAULT_VEHTYPE;17.38;502.00
31.00;270.00;f21.0;2i_1;473.77;8;0.00;11.16;DEFAULT_VEHTYPE;536.23;514.80
31.00;270.00;f21.1;2i_1;207.33;0;0.00;16.52;DEFAULT_VEHTYPE;802.67;514.80
31.00;270.00;f21.2;2i_1;170.21;0;0.00;18.23;DEFAULT_VEHTYPE;839.79;514.80
31.00;270.00;f21.3;2i_0;57.10;0;0.00;13.16;DEFAULT_VEHTYPE;952.90;518.00
31.00;270.00;f21.4;2i_0;20.94;0;0.00;7.08;DEFAULT_VEHTYPE;989.06;518.00
31.00;270.00;f23.0;2i_1;451.78;0;0.00;16.32;DEFAULT_VEHTYPE;558.22;514.80
31.00;270.00;f23.1;2i_1;349.32;0;0.00;16.56;DEFAULT_VEHTYPE;660.68;514.80
31.00;270.00;f23.2;2i_1;322.10;0;0.00;15.96;DEFAULT_VEHTYPE;687.90;514.80
31.00;270.00;f23.3;2i_1;281.32;0;0.00;19.02;DEFAULT_VEHTYPE;728.68;514.80
31.00;270.00;f23.4;2i_1;103.61;0;0.00;16.47;DEFAULT_VEHTYPE;906.39;514.80
31.00;270.00;f23.5;2i_0;6.02;0;0.00;0.92;DEFAULT_VEHTYPE;1003.98;518.00
31.00;0.00;f34.0;:0_9_0;14.46;8;0.00;14.74;DEFAULT_VEHTYPE;514.80;510.86
31.00;0.00;f34.1;3i_1;383.81;0;0.00;15.95;DEFAULT_VEHTYPE;514.80;393.81
31.00;0.00;f34.10;3i_0;7.17;0;0.00;2.07;DEFAULT_VEHTYPE;518.00;17.17
31.00;0.00;f34.2;3i_1;358.53;0;0.00;15.74;DEFAULT_VEHTYPE;514.80;368.53
31.00;0.00;f34.3;3i_1;314.82;0;0.00;17.50;DEFAULT_VEHTYPE;514.80;324.82
31.00;0.00;f34.4;3i_1;277.30;0;0.00;19.02;DEFAULT_VEHTYPE;514.80;287.30
31.00;0.00;f34.5;3i_1;226.53;0;0.00;19.98;DEFAULT_VEHTYPE;514.80;236.53
31.00;0.00;f34.6;3i_1;182.16;0;0.00;19.87;DEFAULT_VEHTYPE;514.80;192.16
31.00;0.00;f34.7;3i_1;108.65;0;0.00;18.03;DEFAULT_VEHTYPE;514.80;118.65
31.00;0.00;f34.8;3i_0;54.43;0;0.00;13.38;DEFAULT_VEHTYPE;518.00;64.43
31.00;0.00;f34.9;3i_0;22.09;0;0.00;7.19;DEFAULT_VEHTYPE;518.00;32.09
31.00;180.00;f43.0;:0_1_0;1.22;8;0.00;16.64;DEFAULT_VEHTYPE;505.20;522.38
31.00;180.00;f43.1;4i_1;368.09;0;0.00;17.54;DEFAULT_VEHTYPE;505.20;641.91
31.00;180.00;f43.2;4i_1;323.68;0;0.00;19.42;DEFAULT_VEHTYPE;505.20;686.32
31.00;180.00;f43.3;4i_1;269.19;0;0.00;17.17;DEFAULT_VEHTYPE;505.20;740.81
31.00;180.00;f43.4;4i_1;238.26;0;0.00;18.87;DEFAULT_VEHTYPE;505.20;771.74
31.00;180.00;f43.5;4i_1;172.09;0;0.00;19.35;DEFAULT_VEHTYPE;505.20;837.91
31.00;180.00;f43.6;4i_1;105.95;0;0.00;17.72;DEFAULT_VEHTYPE;505.20;904.05
31.00;180.00;f43.7;4i_0;53.29;0;0.00;11.42;DEFAULT_VEHTYPE;502.00;956.71
31.00;180.00;f43.8;4i_0;25.74;0;0.00;8.22;DEFAULT_VEHTYPE;502.00;984.26
31.00;180.00;f43.9;4i_0;6.59;0;0.00;1.49;DEFAULT_VEHTYPE;502.00;1003.41
32.00;90.00;f12.0;1i_1;481.36;8;0.00;8.22;DEFAULT_VEHTYPE;491.36;505.20
32.00;90.00;f12.1;1i_1;245.21;0;0.00;18.93;DEFAULT_VEHTYPE;255.21;505.20
32.00;90.00;f12.2;1i_1;127.82;0;0.00;16.34;DEFAULT_VEHTYPE;137.82;505.20
32.00;90.00;f12.3;1i_0;37.96;0;0.00;10.77;DEFAULT_VEHTYPE;47.96;502.00
32.00;90.00;f13.0;1i_2;284.28;0;0.00;17.43;DEFAULT_VEHTYPE;294.28;508.40
32.00;90.00;f13.1;1i_1;62.92;0;0.00;12.64;DEFAULT_VEHTYPE;72.92;505.20
32.00;90.00;f14.0;1i_2;485.40;10;0.00;0.07;DEFAULT_VEHTYPE;495.40;508.40
32.00;90.00;f14.1;1i_2;438.61;2;0.00;19.32;DEFAULT_VEHTYPE;448.61;508.40
32.00;90.00;f14.2;1i_2;328.04;0;0.00;16.60;DEFAULT_VEHTYPE;338.04;508.40
32.00;90.00;f14.3;1i_2;193.38;0;0.00;19.55;DEFAULT_VEHTYPE;203.38;508.40
32.00;90.00;f14.4;1i_0;11.04;0;0.00;3.66;DEFAULT_VEHTYPE;21.04;502.00
32.00;270.00;f21.0;2i_1;480.60;8;0.00;6.83;DEFAULT_VEHTYPE;529.40;514.80
32.00;270.00;f21.1;2i_1;223.95;0;0.00;16.62;DEFAULT_VEHTYPE;786.05;514.80
32.00;270.00;f21.2;2i_1;188.91;0;0.00;18.71;DEFAULT_VEHTYPE;821.09;514.80
32.00;270.00;f21.3;2i_0;72.25;0;0.00;15.15;DEFAULT_VEHTYPE;937.75;518.00
32.00;270.00;f21.4;2i_0;30.12;0;0.00;9.18;DEFAULT_VEHTYPE;979.88;518.00
32.00;270.00;f23.0;2i_1;463.60;8;0.00;11.82;DEFAULT_VEHTYPE;546.40;514.80
32.00;270.00;f23.1;2i_1;365.32;0;0.00;16.00;DEFAULT_VEHTYPE;644.68;514.80
32.00;270.00;f23.2;2i_1;338.77;0;0.00;16.67;DEFAULT_VEHTYPE;671.23;514.80
32.00;270.00;f23.3;2i_1;300.81;0;0.00;19.49;DEFAULT_VEHTYPE;709.19;514.80
32.00;270.00;f23.4;2i_1;120.61;0;0.00;17.00;DEFAULT_VEHTYPE;889.39;514.80
32.00;270.00;f23.5;2i_0;8.46;0;0.00;2.43;DEFAULT_VEHTYPE;1001.54;518.00
32.00;0.00;f34.0;:0_9_0;26.62;8;0.00;12.15;DEFAULT_VEHTYPE;514.80;523.02
32.00;0.00;f34.1;3i_1;399.32;0;0.00;15.51;DEFAULT_VEHTYPE;514.80;409.32
32.00;0.00;f34.10;3i_0;11.73;0;0.00;4.56;DEFAULT_VEHTYPE;518.00;21.73
32.00;0.00;f34.2;3i_1;373.96;0;0.00;15.42;DEFAULT_VEHTYPE;514.80;383.96
32.00;0.00;f34.3;3i_1;331.83;0;0.00;17.01;DEFAULT_VEHTYPE;514.80;341.83
32.00;0.00;f34.4;3i_1;296.17;0;0.00;18.87;DEFAULT_VEHTYPE;514.80;306.17
32.00;0.00;f34.5;3i_1;246.01;0;0.00;19.49;DEFAULT_VEHTYPE;514.80;256.01
32.00;0.00;f34.6;3i_1;202.02;0;0.00;19.87;DEFAULT_VEHTYPE;514.80;212.02
32.00;0.00;f34.7;3i_1;129.07;0;0.00;20.42;DEFAULT_VEHTYPE;514.80;139.07
32.00;0.00;f34.8;3i_0;69.83;0;0.00;15.40;DEFAULT_VEHTYPE;518.00;79.83
32.00;0.00;f34.9;3i_0;30.80;0;0.00;8.71;DEFAULT_VEHTYPE;518.00;40.80
32.00;180.00;f43.0;:0_1_0;17.75;0;0.00;16.53;DEFAULT_VEHTYPE;505.20;505.85
32.00;180.00;f43.1;4i_1;386.01;0;0.00;17.93;DEFAULT_VEHTYPE;505.20;623.99
32.00;180.00;f43.2;4i_1;342.36;0;0.00;18.68;DEFAULT_VEHTYPE;505.20;667.64
32.00;180.00;f43.3;4i_1;287.36;0;0.00;18.17;DEFAULT_VEHTYPE;505.20;722.64
32.00;180.00;f43.4;4i_1;256.38;0;0.00;18.12;DEFAULT_VEHTYPE;505.20;753.62
32.00;180.00;f43.5;4i_1;191.34;0;0.00;19.24;DEFAULT_VEHTYPE;505.20;818.66
32.00;180.00;f43.6;4i_1;125.60;0;0.00;19.66;DEFAULT_VEHTYPE;505.20;884.40
32.00;180.00;f43.7;4i_0;66.84;0;0.00;13.55;DEFAULT_VEHTYPE;502.00;943.16
32.00;180.00;f43.8;4i_0;36.34;0;0.00;10.60;DEFAULT_VEHTYPE;502.00;973.66
32.00;180.00;f43.9;4i_0;9.59;0;0.00;3.00;DEFAULT_VEHTYPE;502.00;1000.41
33.00;90.00;f11.0;1i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;15.10;502.00
33.00;90.00;f12.0;1i_1;485.08;8;0.00;3.72;DEFAULT_VEHTYPE;495.08;505.20
33.00;90.00;f12.1;1i_1;263.90;0;0.00;18.69;DEFAULT_VEHTYPE;273.90;505.20
33.00;90.00;f12.2;1i_1;144.28;0;0.00;16.46;DEFAULT_VEHTYPE;154.28;505.20
33.00;90.00;f12.3;1i_0;50.93;0;0.00;12.98;DEFAULT_VEHTYPE;60.93;502.00
33.00;90.00;f13.0;1i_2;301.29;0;0.00;17.00;DEFAULT_VEHTYPE;311.29;508.40
33.00;90.00;f13.1;1i_1;77.70;0;0.00;14.78;DEFAULT_VEHTYPE;87.70;505.20
33.00;90.00;f14.0;1i_2;485.40;10;0.00;0.00;DEFAULT_VEHTYPE;495.40;508.40
33.00;90.00;f14.1;1i_2;455.03;10;0.00;16.42;DEFAULT_VEHTYPE;465.03;508.40
33.00;90.00;f14.2;1i_2;344.90;0;0.00;16.86;DEFAULT_VEHTYPE;354.90;508.40
33.00;90.00;f14.3;1i_2;212.59;0;0.00;19.20;DEFAULT_VEHTYPE;222.59;508.40
33.00;90.00;f14.4;1i_0;16.10;0;0.00;5.06;DEFAULT_VEHTYPE;26.10;502.00
33.00;270.00;f21.0;2i_1;485.16;8;0.00;4.56;DEFAULT_VEHTYPE;524.84;514.80
33.00;270.00;f21.1;2i_1;240.14;0;0.00;16.18;DEFAULT_VEHTYPE;769.86;514.80
33.00;270.00;f21.2;2i_1;207.98;0;0.00;19.07;DEFAULT_VEHTYPE;802.02;514.80
33.00;270.00;f21.3;2i_1;89.33;0;0.00;17.08;DEFAULT_VEHTYPE;920.67;514.80
33.00;270.00;f21.4;2i_0;41.22;0;0.00;11.10;DEFAULT_VEHTYPE;968.78;518.00
33.00;270.00;f21.5;2i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;1004.90;518.00
33.00;270.00;f23.0;2i_1;471.45;8;0.00;7.86;DEFAULT_VEHTYPE;538.55;514.80
33.00;270.00;f23.1;2i_1;381.45;0;0.00;16.13;DEFAULT_VEHTYPE;628.55;514.80
33.00;270.00;f23.2;2i_1;354.98;0;0.00;16.20;DEFAULT_VEHTYPE;655.02;514.80
33.00;270.00;f23.3;2i_1;320.28;0;0.00;19.47;DEFAULT_VEHTYPE;689.72;514.80
33.00;270.00;f23.4;2i_1;136.92;0;0.00;16.31;DEFAULT_VEHTYPE;873.08;514.80
33.00;270.00;f23.5;2i_0;13.02;0;0.00;4.57;DEFAULT_VEHTYPE;996.98;518.00
33.00;0.00;f34.0;4o_1;9.57;8;0.00;10.15;DEFAULT_VEHTYPE;514.80;533.17
33.00;0.00;f34.1;3i_1;414.47;0;0.00;15.15;DEFAULT_VEHTYPE;514.80;424.47
33.00;0.00;f34.10;3i_0;18.39;0;0.00;6.66;DEFAULT_VEHTYPE;518.00;28.39
33.00;0.00;f34.11;3i_0;5.10;0;0.00;0.00;DEFAULT_VEHTYPE;518.00;15.10
33.00;0.00;f34.2;3i_1;389.70;0;0.00;15.74;DEFAULT_VEHTYPE;514.80;399.70
33.00;0.00;f34.3;3i_1;349.21;0;0.00;17.38;DEFAULT_VEHTYPE;514.80;359.21
33.00;0.00;f34.4;3i_1;314.74;0;0.00;18.57;DEFAULT_VEHTYPE;514.80;324.74
33.00;0.00;f34.5;3i_1;265.41;0;0.00;19.40;DEFAULT_VEHTYPE;514.80;275.41
33.00;0.00;f34.6;3i_1;222.62;0;0.00;20.60;DEFAULT_VEHTYPE;514.80;232.62
33.00;0.00;f34.7;3i_1;151.73;0;0.00;22.66;DEFAULT_VEHTYPE;514.80;161.73
33.00;0.00;f34.8;3i_1;86.23;0;0.00;16.40;DEFAULT_VEHTYPE;514.80;96.23
33.00;0.00;f34.9;3i_0;40.98;0;0.00;10.18;DEFAULT_VEHTYPE;518.00;50.98
33.00;180.00;f43.0;3o_1;2.59;8;0.00;12.04;DEFAULT_VEHTYPE;505.20;493.81
