,Average waiting time,queue length,steps,volume
0,0.0,0,0,5
1,3.857142857142857,6,30,14
2,7.714285714285714,10,60,21
3,13.153846153846153,13,90,26
4,20.03846153846154,16,120,26
5,26.344827586206897,17,150,29
6,26.161290322580644,18,180,31
7,23.1875,20,210,32
8,26.242424242424242,23,240,33
9,31.774193548387096,20,270,31
10,33.628571428571426,22,300,35
11,22.323529411764707,21,330,34
12,12.826086956521738,26,360,46
13,18.048780487804876,27,390,41
14,26.522727272727273,27,420,44
15,30.58695652173913,32,450,46
16,39.11363636363637,28,480,44
17,40.64705882352941,29,510,51
18,34.979166666666664,34,540,48
19,45.76,32,570,50
20,34.16981132075472,34,600,53
21,24.666666666666668,31,630,54
22,23.88095238095238,31,660,42
23,35.04651162790697,30,690,43
24,32.97959183673469,29,720,49
25,28.725,28,750,40
26,35.973684210526315,22,780,38
27,33.675,32,810,40
28,28.67391304347826,26,840,46
29,24.743589743589745,25,870,39
30,24.976744186046513,25,900,43
31,17.38,30,930,50
32,21.56140350877193,30,960,57
33,28.884615384615383,36,990,52
34,22.641025641025642,25,1020,39
35,22.2,25,1050,40
36,27.945945945945947,25,1080,37
37,22.595238095238095,20,1110,42
38,20.06382978723404,31,1140,47
39,27.339622641509433,32,1170,53
40,35.28,37,1200,50
41,38.96551724137931,32,1230,58
42,41.96774193548387,44,1260,62
43,31.87719298245614,40,1290,57
44,31.53488372093023,29,1320,43
45,28.933333333333334,28,1350,45
46,22.943396226415093,33,1380,53
47,37.13559322033898,41,1410,59
48,41.59722222222222,59,1440,72
49,53.861702127659576,78,1470,94
50,65.42857142857143,103,1500,119
51,83.36296296296297,125,1530,135
52,97.93589743589743,145,1560,156
53,99.32203389830508,162,1590,177
54,96.5320197044335,185,1620,203
55,102.15859030837004,205,1650,227
56,95.12809917355372,231,1680,242
57,112.66159695817491,248,1710,263
58,54.041984732824424,220,1740,262
59,52.00796812749004,210,1770,251
60,55.89380530973451,157,1800,226
61,65.13100436681222,142,1830,229
62,79.13122171945702,157,1860,221
63,66.41255605381166,154,1890,223
64,54.723214285714285,190,1920,224
65,46.45662100456621,182,1950,219
66,33.73831775700935,176,1980,214
67,38.04830917874396,154,2010,207
68,43.985074626865675,144,2040,201
69,31.015384615384615,142,2070,195
70,28.711229946524064,123,2100,187
71,30.127551020408163,159,2130,196
72,40.117370892018776,184,2160,213
73,57.10958904109589,183,2190,219
74,61.03225806451613,171,2220,217
75,72.64192139737992,194,2250,229
76,94.20353982300885,186,2280,226
77,77.41452991452991,184,2310,234
78,85.62555066079295,170,2340,227
79,47.098130841121495,160,2370,214
80,30.727699530516432,165,2400,213
81,40.36764705882353,155,2430,204
82,51.41545893719807,155,2460,207
83,36.4264705882353,166,2490,204
84,40.98067632850242,149,2520,207
85,56.125,164,2550,208
86,77.84615384615384,167,2580,208
87,85.5953488372093,179,2610,215
88,66.58411214953271,161,2640,214
89,39.59069767441861,178,2670,215
90,35.02450980392157,163,2700,204
91,31.015,133,2730,200
92,31.41711229946524,132,2760,187
93,43.33,159,2790,200
94,38.035,153,2820,200
95,41.264150943396224,178,2850,212
96,52.223214285714285,174,2880,224
97,51.34615384615385,191,2910,234
98,64.77489177489177,192,2940,231
99,85.09166666666667,214,2970,240
100,71.0,207,3000,250
101,66.02352941176471,214,3030,255
102,39.705882352941174,204,3060,255
103,41.72314049586777,181,3090,242
104,42.63948497854077,175,3120,233
105,56.97757847533632,172,3150,223
106,70.74299065420561,184,3180,214
107,79.22164948453609,159,3210,194
108,76.2560975609756,128,3240,164
109,37.09219858156028,102,3270,141
110,48.19166666666667,94,3300,120
111,38.375,90,3330,104
112,51.604166666666664,91,3360,96
113,37.48275862068966,73,3390,87
114,62.361111111111114,63,3420,72
115,65.1639344262295,51,3450,61
116,80.65217391304348,38,3480,46
117,46.12903225806452,27,3510,31
118,74.44444444444444,18,3540,18
119,74.2,10,3570,10
120,84.33333333333333,3,3600,3
121,0.0,0,3630,0
