,Average waiting time,queue length,steps,volume
0,0.0,0,0,0
1,0.0,0,15,1
2,0.0,0,30,14
3,2.5625,7,45,16
4,6.2105263157894735,8,60,19
5,5.6,8,75,20
6,3.619047619047619,7,90,21
7,8.347826086956522,12,105,23
8,9.782608695652174,16,120,23
9,12.208333333333334,12,135,24
10,10.608695652173912,11,150,23
11,5.851851851851852,10,165,27
12,7.12,12,180,25
13,7.333333333333333,13,195,24
14,5.545454545454546,6,210,22
15,4.571428571428571,10,225,21
16,8.916666666666666,16,240,24
17,12.476190476190476,13,255,21
18,9.045454545454545,11,270,22
19,13.826086956521738,15,285,23
20,17.266666666666666,16,300,30
21,6.933333333333334,11,315,30
22,4.1923076923076925,15,330,26
23,4.655172413793103,10,345,29
24,8.875,17,360,32
25,9.764705882352942,18,375,34
26,12.4375,21,390,32
27,10.625,16,405,32
28,6.571428571428571,12,420,28
29,10.26923076923077,15,435,26
30,13.375,17,450,24
31,16.64,15,465,25
32,8.625,10,480,24
33,8.518518518518519,14,495,27
34,8.78125,18,510,32
35,14.61111111111111,22,525,36
36,6.78125,11,540,32
37,11.794117647058824,23,555,34
38,9.064516129032258,14,570,31
39,13.457142857142857,22,585,35
40,8.432432432432432,15,600,37
41,6.871794871794871,16,615,39
42,13.514285714285714,27,630,35
43,10.72972972972973,19,645,37
44,14.5,21,660,34
45,10.515151515151516,19,675,33
46,9.620689655172415,14,690,29
47,9.222222222222221,13,705,27
48,6.75,15,720,28
49,11.833333333333334,16,735,30
50,10.620689655172415,13,750,29
51,7.48,13,765,25
52,11.931034482758621,17,780,29
53,4.066666666666666,10,795,30
54,9.928571428571429,17,810,28
55,13.25925925925926,15,825,27
56,12.28,16,840,25
57,9.296296296296296,13,855,27
58,9.666666666666666,14,870,27
59,6.548387096774194,12,885,31
60,9.482758620689655,16,900,29
61,12.545454545454545,21,915,33
62,11.3125,13,930,32
63,1.9393939393939394,7,945,33
64,6.575757575757576,19,960,33
65,3.2857142857142856,10,975,35
66,6.181818181818182,16,990,33
67,7.575757575757576,15,1005,33
68,5.607142857142857,14,1020,28
69,12.285714285714286,19,1035,28
70,14.68,16,1050,25
71,6.25,9,1065,24
72,6.681818181818182,13,1080,22
73,7.0,11,1095,23
74,9.64,14,1110,25
75,9.44,10,1125,25
76,5.230769230769231,8,1140,26
77,5.833333333333333,13,1155,24
78,5.758620689655173,14,1170,29
79,8.5625,19,1185,32
80,10.878787878787879,17,1200,33
81,9.029411764705882,16,1215,34
82,7.54054054054054,19,1230,37
83,10.743589743589743,22,1245,39
84,7.6571428571428575,20,1260,35
85,8.714285714285714,21,1275,35
86,7.645161290322581,13,1290,31
87,8.607142857142858,17,1305,28
88,7.32,9,1320,25
89,3.925925925925926,14,1335,27
90,8.3,17,1350,30
91,9.107142857142858,13,1365,28
92,8.148148148148149,13,1380,27
93,9.448275862068966,16,1395,29
94,11.689655172413794,16,1410,29
95,8.517241379310345,14,1425,29
96,11.72,17,1440,25
97,11.115384615384615,14,1455,26
98,8.75,14,1470,28
99,9.478260869565217,13,1485,23
100,9.9,10,1500,20
101,15.521739130434783,16,1515,23
102,20.8,17,1530,25
103,5.925925925925926,9,1545,27
104,5.678571428571429,14,1560,28
105,12.833333333333334,17,1575,24
106,8.65,7,1590,20
107,11.333333333333334,14,1605,27
108,7.290322580645161,13,1620,31
109,4.090909090909091,12,1635,33
110,8.083333333333334,21,1650,36
111,12.857142857142858,23,1665,35
112,12.125,19,1680,40
113,6.675,19,1695,40
114,12.485714285714286,28,1710,35
115,18.62162162162162,27,1725,37
116,11.085714285714285,13,1740,35
117,3.1052631578947367,17,1755,38
118,3.7714285714285714,16,1770,35
119,8.914285714285715,25,1785,35
120,13.911764705882353,22,1800,34
121,6.8125,13,1815,32
122,8.75,22,1830,32
123,9.435897435897436,19,1845,39
124,4.926829268292683,21,1860,41
125,6.738095238095238,19,1875,42
126,7.0256410256410255,24,1890,39
127,5.82051282051282,16,1905,39
128,9.575,27,1920,40
129,15.390243902439025,27,1935,41
130,11.783783783783784,19,1950,37
131,9.882352941176471,24,1965,34
132,17.0625,23,1980,32
133,12.676470588235293,15,1995,34
134,6.054054054054054,14,2010,37
135,7.078947368421052,20,2025,38
136,8.914285714285715,20,2040,35
137,6.848484848484849,16,2055,33
138,9.5,18,2070,30
139,9.774193548387096,17,2085,31
140,13.294117647058824,20,2100,34
141,10.058823529411764,17,2115,34
142,8.46875,18,2130,32
143,7.909090909090909,15,2145,33
144,9.575,20,2160,40
145,11.954545454545455,23,2175,44
146,14.710526315789474,21,2190,38
147,8.837837837837839,22,2205,37
148,15.162162162162161,26,2220,37
149,15.025641025641026,24,2235,39
150,11.175,27,2250,40
151,2.8536585365853657,18,2265,41
152,9.333333333333334,29,2280,39
153,10.465116279069768,31,2295,43
154,18.59090909090909,34,2310,44
155,15.5,26,2325,44
156,5.837209302325581,23,2340,43
157,10.13953488372093,29,2355,43
158,13.707317073170731,23,2370,41
159,7.2894736842105265,21,2385,38
160,4.914285714285715,20,2400,35
161,11.571428571428571,24,2415,35
162,16.372093023255815,26,2430,43
163,18.772727272727273,27,2445,44
164,8.72340425531915,25,2460,47
165,7.872340425531915,27,2475,47
166,12.130434782608695,29,2490,46
167,17.547619047619047,31,2505,42
168,11.048780487804878,20,2520,41
169,5.627906976744186,22,2535,43
170,11.795454545454545,31,2550,44
171,18.926829268292682,30,2565,41
172,12.69767441860465,22,2580,43
173,6.023809523809524,22,2595,42
174,4.934782608695652,17,2610,46
175,3.857142857142857,26,2625,49
176,12.84,43,2640,50
177,12.056603773584905,29,2655,53
178,5.44,20,2670,50
179,12.04,38,2685,50
180,11.770833333333334,27,2700,48
181,11.847826086956522,29,2715,46
182,11.465116279069768,29,2730,43
183,17.244444444444444,30,2745,45
184,13.952380952380953,24,2760,42
185,10.875,26,2775,40
186,11.2,26,2790,40
187,7.340909090909091,19,2805,44
188,5.7727272727272725,12,2820,44
189,3.9285714285714284,20,2835,42
190,10.30952380952381,27,2850,42
191,9.91304347826087,22,2865,46
192,9.8,26,2880,45
193,9.880952380952381,23,2895,42
194,7.05,21,2910,40
195,6.175,20,2925,40
196,12.375,25,2940,40
197,18.365853658536587,28,2955,41
198,16.622222222222224,31,2970,45
199,7.914893617021277,22,2985,47
200,5.795454545454546,25,3000,44
201,13.8,34,3015,45
202,13.333333333333334,24,3030,42
203,10.195652173913043,28,3045,46
204,9.720930232558139,25,3060,43
205,16.05,27,3075,40
206,7.5476190476190474,16,3090,42
207,5.5675675675675675,19,3105,37
208,12.513513513513514,25,3120,37
209,15.485714285714286,20,3135,35
210,3.142857142857143,14,3150,35
211,6.444444444444445,23,3165,36
212,13.45945945945946,26,3180,37
213,8.9375,13,3195,32
214,13.2,21,3210,25
215,22.208333333333332,20,3225,24
216,31.266666666666666,14,3240,15
217,3.4285714285714284,1,3255,7
218,10.0,5,3270,5
219,0.0,0,3285,0
220,0.0,0,3300,0
221,0.0,0,3315,0
222,0.0,0,3330,0
