,0
11,3795
9,3810
11,3825
9,3840
9,3855
9,3870
9,3885
9,3900
11,3915
11,3930
9,3945
9,3960
11,3975
11,3990
9,4005
11,4020
11,4035
9,4050
9,4065
9,4080
9,4095
11,4110
9,4125
9,4140
11,4155
11,4170
9,4185
11,4200
11,4215
11,4230
9,4245
9,4260
9,4275
9,4290
9,4305
11,4320
11,4335
11,4350
9,4365
11,4380
9,4395
9,4410
9,4425
9,4440
11,4455
11,4470
9,4485
11,4500
11,4515
2,4530
2,4545
8,4560
11,4575
9,4590
9,4605
2,4620
9,4635
11,4650
11,4665
11,4680
11,4695
11,4710
11,4725
11,4740
11,4755
11,4770
11,4785
11,4800
11,4815
11,4830
11,4845
11,4860
11,4875
11,4890
11,4905
11,4920
11,4935
11,4950
11,4965
11,4980
11,4995
11,5010
11,5025
11,5040
11,5055
11,5070
11,5085
11,5100
11,5115
11,5130
11,5145
11,5160
11,5175
11,5190
11,5205
11,5220
11,5235
11,5250
11,5265
11,5280
11,5295
11,5310
11,5325
11,5340
11,5355
11,5370
11,5385
11,5400
11,5415
11,5430
11,5445
11,5460
11,5475
11,5490
11,5505
11,5520
11,5535
11,5550
11,5565
11,5580
11,5595
11,5610
11,5625
11,5640
11,5655
11,5670
11,5685
11,5700
11,5715
11,5730
11,5745
11,5760
11,5775
11,5790
11,5805
11,5820
11,5835
11,5850
11,5865
11,5880
11,5895
11,5910
11,5925
11,5940
11,5955
11,5970
11,5985
11,6000
11,6015
11,6030
11,6045
11,6060
11,6075
11,6090
11,6105
11,6120
11,6135
11,6150
11,6165
11,6180
11,6195
11,6210
11,6225
11,6240
11,6255
11,6270
11,6285
11,6300
11,6315
11,6330
11,6345
11,6360
11,6375
11,6390
11,6405
11,6420
11,6435
11,6450
11,6465
11,6480
11,6495
11,6510
11,6525
11,6540
11,6555
11,6570
11,6585
11,6600
11,6615
11,6630
11,6645
11,6660
11,6675
11,6690
11,6705
11,6720
11,6735
11,6750
11,6765
11,6780
11,6795
11,6810
11,6825
11,6840
11,6855
11,6870
11,6885
11,6900
11,6915
11,6930
11,6945
11,6960
11,6975
11,6990
11,7005
11,7020
11,7035
11,7050
11,7065
11,7080
11,7095
11,7110
11,7125
11,7140
11,7155
11,7170
11,7185
11,7200
11,7215
11,7230
11,7245
11,7260
11,7275
11,7290
11,7305
11,7320
11,7335
11,7350
11,7365
11,7380
11,7395
11,7410
11,7425
11,7440
11,7455
11,7470
11,7485
11,7500
11,7515
11,7530
11,7545
11,7560
11,7575
11,7590
11,7605
11,7620
11,7635
11,7650
11,7665
11,7680
11,7695
11,7710
11,7725
11,7740
11,7755
11,7770
11,7785
11,7800
11,7815
11,7830
11,7845
11,7860
11,7875
11,7890
11,7905
11,7920
11,7935
11,7950
11,7965
11,7980
11,7995
11,8010
11,8025
11,8040
11,8055
11,8070
11,8085
11,8100
11,8115
11,8130
11,8145
11,8160
11,8175
11,8190
11,8205
11,8220
11,8235
11,8250
11,8265
11,8280
11,8295
11,8310
11,8325
11,8340
11,8355
11,8370
11,8385
11,8400
11,8415
11,8430
11,8445
11,8460
11,8475
11,8490
11,8505
11,8520
11,8535
11,8550
11,8565
11,8580
11,8595
11,8610
11,8625
11,8640
11,8655
11,8670
11,8685
11,8700
11,8715
11,8730
11,8745
11,8760
11,8775
11,8790
11,8805
11,8820
11,8835
11,8850
11,8865
11,8880
11,8895
11,8910
11,8925
11,8940
11,8955
11,8970
11,8985
11,9000
11,9015
11,9030
11,9045
11,9060
11,9075
11,9090
11,9105
